  Time (Seconds) , FPS , Current Stage 
314,  42,Start planning path
315,  45,Start planning path
316,  49,Start planning path
317,  60,Start planning path
318,  60,Start planning path
319,  58,Start planning path
320,  61,Start planning path
321,  60,Start planning path
322,  63,Start planning path
323,  61,Start planning path
324,  60,Start planning path
325,  60,Start planning path
326,  63,Start planning path
327,  45,Start planning path
328,  44,Start planning path
329,  45,Start planning path
330,  48,Start planning path
331,  40,Start planning path
332,  38,Start planning path
333,  40,Path end reached
334,  58,Path end reached
335,  38,Path end reached
336,  37,Path end reached
337,  54,Path end reached
338,  51,Path end reached
339,  50,Start executing path
340,  55,Start executing path
341,  53,Start executing path
342,  38,Start executing path
343,  50,Start executing path
344,  51,Start executing path
345,  46,Start executing path
346,  50,Path end reached
347,  42,Path end reached
348,  39,Path end reached
349,  41,Path end reached
350,  40,Path end reached
351,  37,Path end reached
352,  46,Path end reached
353,  37,Path end reached
354,  43,Path end reached
355,  40,Path end reached
356,  43,Path end reached
357,  43,Path end reached
358,  42,Path end reached
359,  40,Path end reached
360,  43,Path end reached
361,  40,Path end reached
362,  36,Path end reached
363,  45,Path end reached
364,  41,Path end reached
365,  44,Path end reached
366,  44,Path end reached
367,  44,Path end reached
368,  52,Path end reached
369,  43,Path end reached
370,  46,Path end reached
371,  45,Path end reached
372,  52,Path end reached
373,  43,Path end reached
374,  45,Path end reached
375,  46,Path end reached
376,  39,Path end reached
377,  38,Path end reached
378,  52,Path end reached
379,  40,Path end reached
380,  42,Path end reached
381,  43,Path end reached
382,  52,Path end reached
383,  52,Path end reached
384,  39,Reset Environment
385,  53,Start planning path
386,  60,Start planning path
387,  51,Start planning path
388,  60,Start planning path
389,  61,Start planning path
390,  58,Start planning path
391,  60,Start planning path
392,  48,Start planning path
393,  62,Start planning path
394,  60,Start planning path
395,  59,Start planning path
396,  61,Start planning path
397,  44,Start planning path
398,  50,Start planning path
399,  61,Start planning path
400,  59,Start planning path
401,  60,Start planning path
402,  59,Start planning path
403,  60,Start planning path
404,  59,Start planning path
405,  59,Start planning path
406,  61,Start planning path
407,  60,Start planning path
408,  58,Start planning path
409,  60,Start planning path
410,  60,Start planning path
411,  60,Start planning path
412,  60,Start planning path
413,  61,Start planning path
414,  60,Start planning path
415,  53,Start planning path
416,  60,Start planning path
417,  60,Start planning path
418,  59,Start planning path
419,  60,Start planning path
420,  59,Start planning path
421,  60,Start planning path
422,  61,Start planning path
423,  43,Start planning path
424,  43,Start planning path
425,  46,Start planning path
426,  54,Start planning path
427,  60,Start planning path
428,  42,Path end reached
429,  39,Path end reached
430,  42,Path end reached
431,  52,Start executing path
432,  49,Start executing path
433,  45,Start executing path
434,  43,Start executing path
435,  52,Start executing path
436,  40,Start executing path
437,  46,Path end reached
438,  44,Path end reached
439,  44,Path end reached
440,  46,Path end reached
441,  45,Path end reached
442,  43,Path end reached
443,  44,Path end reached
444,  42,Path end reached
445,  45,Path end reached
446,  42,Path end reached
447,  43,Path end reached
448,  49,Path end reached
449,  40,Path end reached
450,  49,Path end reached
451,  41,Path end reached
452,  39,Path end reached
453,  37,Path end reached
454,  45,Path end reached
455,  46,Path end reached
456,  38,Path end reached
457,  39,Path end reached
458,  44,Path end reached
459,  46,Path end reached
460,  43,Path end reached
461,  44,Path end reached
462,  45,Path end reached
463,  41,Path end reached
464,  40,Path end reached
465,  38,Path end reached
466,  44,Path end reached
467,  45,Path end reached
468,  51,Path end reached
469,  55,Path end reached
470,  46,Path end reached
471,  43,Path end reached
472,  50,Path end reached
473,  42,Path end reached
474,  45,Path end reached
475,  44,Reset Environment
476,  53,Start planning path
477,  58,Start planning path
478,  60,Start planning path
479,  57,Start planning path
480,  59,Start planning path
481,  60,Start planning path
482,  60,Start planning path
483,  61,Start planning path
484,  61,Start planning path
485,  60,Start planning path
486,  61,Start planning path
487,  60,Start planning path
488,  61,Start planning path
489,  60,Start planning path
490,  60,Start planning path
491,  61,Start planning path
492,  59,Start planning path
493,  61,Start planning path
494,  60,Start planning path
495,  60,Start planning path
496,  61,Start planning path
497,  61,Start planning path
498,  59,Start planning path
499,  60,Start planning path
500,  60,Start planning path
501,  60,Start planning path
502,  60,Start planning path
503,  60,Start planning path
504,  58,Start planning path
505,  57,Start planning path
506,  38,Start planning path
507,  43,Start planning path
508,  46,Start planning path
509,  51,Start planning path
510,  54,Start planning path
511,  52,Path end reached
512,  52,Path end reached
513,  51,Start executing path
514,  42,Start executing path
515,  52,Start executing path
516,  39,Start executing path
517,  40,Start executing path
518,  54,Start executing path
519,  54,Start executing path
520,  52,Path end reached
521,  45,Path end reached
522,  55,Path end reached
523,  53,Path end reached
524,  55,Path end reached
525,  43,Path end reached
526,  50,Path end reached
527,  41,Path end reached
528,  41,Path end reached
529,  51,Path end reached
530,  49,Path end reached
531,  51,Path end reached
532,  45,Path end reached
533,  42,Path end reached
534,  45,Path end reached
535,  39,Path end reached
536,  45,Path end reached
537,  42,Path end reached
538,  44,Path end reached
539,  53,Path end reached
540,  37,Path end reached
541,  54,Path end reached
542,  42,Path end reached
543,  37,Path end reached
544,  39,Path end reached
545,  45,Path end reached
546,  40,Path end reached
547,  39,Path end reached
548,  52,Path end reached
549,  49,Path end reached
550,  52,Reset Environment
551,  51,Start planning path
552,  47,Start planning path
553,  62,Start planning path
554,  60,Start planning path
555,  61,Start planning path
556,  59,Start planning path
557,  59,Start planning path
558,  60,Start planning path
559,  60,Start planning path
560,  58,Start planning path
561,  60,Start planning path
562,  60,Start planning path
563,  58,Start planning path
564,  64,Start planning path
565,  59,Start planning path
566,  59,Start planning path
567,  60,Start planning path
568,  58,Start planning path
569,  59,Start planning path
570,  59,Start planning path
571,  58,Start planning path
572,  60,Start planning path
573,  62,Start planning path
574,  62,Start planning path
575,  61,Start planning path
576,  57,Start planning path
577,  61,Start planning path
578,  60,Start planning path
579,  63,Start planning path
580,  60,Start planning path
581,  60,Start planning path
582,  59,Start planning path
583,  62,Start planning path
584,  60,Start planning path
585,  60,Start planning path
586,  44,Start planning path
587,  43,Start planning path
588,  45,Start planning path
589,  45,Start planning path
590,  45,Start planning path
591,  52,Start planning path
592,  41,Start planning path
593,  43,Start planning path
594,  44,Start executing path
595,  42,Start executing path
596,  41,Start executing path
597,  41,Start executing path
598,  41,Start executing path
599,  44,Start executing path
600,  51,Start executing path
601,  54,Path end reached
602,  42,Path end reached
603,  43,Path end reached
604,  42,Path end reached
605,  42,Path end reached
606,  45,Path end reached
607,  41,Path end reached
608,  43,Path end reached
609,  43,Path end reached
610,  49,Path end reached
611,  45,Path end reached
612,  53,Path end reached
613,  53,Path end reached
614,  41,Path end reached
615,  41,Path end reached
616,  42,Path end reached
617,  52,Path end reached
618,  51,Path end reached
619,  39,Path end reached
620,  53,Path end reached
621,  45,Path end reached
622,  53,Path end reached
623,  50,Path end reached
624,  39,Path end reached
625,  49,Path end reached
626,  50,Path end reached
627,  53,Path end reached
628,  44,Path end reached
629,  45,Reset Environment
630,  43,Start planning path
631,  60,Start planning path
632,  61,Start planning path
633,  61,Start planning path
634,  38,Start planning path
635,  53,Start planning path
636,  60,Start planning path
637,  63,Start planning path
638,  60,Start planning path
639,  62,Start planning path
640,  59,Start planning path
641,  60,Start planning path
642,  59,Start planning path
643,  58,Start planning path
644,  59,Start planning path
645,  60,Start planning path
646,  63,Start planning path
647,  62,Start planning path
648,  61,Start planning path
649,  60,Start planning path
650,  60,Start planning path
651,  61,Start planning path
652,  61,Start planning path
653,  60,Start planning path
654,  60,Start planning path
655,  57,Start planning path
656,  61,Start planning path
657,  60,Start planning path
658,  57,Start planning path
659,  60,Start planning path
660,  60,Start planning path
661,  55,Start planning path
662,  45,Start planning path
663,  42,Start planning path
664,  45,Start planning path
665,  46,Start planning path
666,  40,Start planning path
667,  47,Start planning path
668,  39,Path end reached
669,  38,Path end reached
670,  43,Start executing path
671,  46,Start executing path
672,  52,Start executing path
673,  46,Start executing path
674,  40,Start executing path
675,  53,Start executing path
676,  49,Path end reached
677,  50,Path end reached
678,  55,Path end reached
679,  42,Path end reached
680,  38,Path end reached
681,  52,Path end reached
682,  49,Path end reached
683,  51,Path end reached
684,  43,Path end reached
685,  39,Path end reached
686,  43,Path end reached
687,  54,Path end reached
688,  52,Path end reached
689,  41,Path end reached
690,  42,Path end reached
691,  41,Path end reached
692,  45,Path end reached
693,  41,Path end reached
694,  37,Path end reached
695,  43,Path end reached
696,  45,Path end reached
697,  44,Path end reached
698,  44,Path end reached
699,  43,Path end reached
700,  40,Path end reached
701,  43,Path end reached
702,  51,Path end reached
703,  45,Reset Environment
704,  42,Start planning path
705,  59,Start planning path
706,  58,Start planning path
707,  60,Start planning path
708,  51,Start planning path
709,  61,Start planning path
710,  59,Start planning path
711,  61,Start planning path
712,  62,Start planning path
713,  59,Start planning path
714,  60,Start planning path
715,  59,Start planning path
716,  59,Start planning path
717,  59,Start planning path
718,  59,Start planning path
719,  59,Start planning path
720,  60,Start planning path
721,  60,Start planning path
722,  60,Start planning path
723,  60,Start planning path
724,  59,Start planning path
725,  51,Start planning path
726,  49,Start planning path
727,  63,Start planning path
728,  59,Start planning path
729,  61,Start planning path
730,  49,Start planning path
731,  59,Start planning path
732,  61,Start planning path
733,  64,Start planning path
734,  41,Start planning path
735,  46,Start planning path
736,  42,Start planning path
737,  42,Start planning path
738,  50,Start planning path
739,  50,Start planning path
740,  37,Start planning path
741,  43,Path end reached
742,  46,Path end reached
743,  47,Start executing path
744,  51,Start executing path
745,  53,Start executing path
746,  56,Start executing path
747,  53,Start executing path
748,  52,Start executing path
749,  42,Start executing path
750,  45,Path end reached
751,  44,Path end reached
752,  52,Path end reached
753,  37,Path end reached
754,  42,Path end reached
755,  44,Path end reached
756,  54,Path end reached
757,  43,Path end reached
758,  53,Path end reached
759,  41,Path end reached
760,  41,Path end reached
761,  45,Path end reached
762,  43,Path end reached
763,  45,Path end reached
764,  51,Path end reached
765,  45,Path end reached
766,  39,Path end reached
767,  53,Path end reached
768,  38,Path end reached
769,  44,Path end reached
770,  50,Path end reached
771,  42,Path end reached
772,  37,Path end reached
773,  45,Path end reached
774,  45,Path end reached
775,  38,Path end reached
776,  53,Path end reached
777,  42,Path end reached
778,  45,Path end reached
779,  44,Path end reached
780,  46,Reset Environment
781,  44,Reset Environment
782,  58,Start planning path
783,  59,Start planning path
784,  58,Start planning path
785,  61,Start planning path
786,  60,Start planning path
787,  59,Start planning path
788,  60,Start planning path
789,  60,Start planning path
790,  58,Start planning path
791,  59,Start planning path
792,  60,Start planning path
793,  58,Start planning path
794,  59,Start planning path
795,  60,Start planning path
796,  60,Start planning path
797,  61,Start planning path
798,  58,Start planning path
799,  59,Start planning path
800,  62,Start planning path
801,  62,Start planning path
802,  61,Start planning path
803,  60,Start planning path
804,  50,Start planning path
805,  58,Start planning path
806,  62,Start planning path
807,  58,Start planning path
808,  59,Start planning path
809,  59,Start planning path
810,  61,Start planning path
811,  60,Start planning path
812,  37,Start planning path
813,  38,Start planning path
814,  45,Start planning path
815,  42,Start planning path
816,  45,Start planning path
817,  51,Start planning path
818,  54,Path end reached
819,  53,Path end reached
820,  45,Start executing path
821,  52,Start executing path
822,  50,Start executing path
823,  44,Start executing path
824,  53,Start executing path
825,  52,Start executing path
826,  51,Start executing path
827,  41,Path end reached
828,  44,Path end reached
829,  50,Path end reached
830,  52,Path end reached
831,  52,Path end reached
832,  52,Path end reached
833,  53,Path end reached
834,  55,Path end reached
835,  44,Path end reached
836,  42,Path end reached
837,  54,Path end reached
838,  45,Path end reached
839,  45,Path end reached
840,  45,Path end reached
841,  45,Path end reached
842,  45,Path end reached
843,  39,Path end reached
844,  50,Path end reached
845,  43,Path end reached
846,  48,Path end reached
847,  53,Path end reached
848,  51,Path end reached
849,  37,Path end reached
850,  50,Path end reached
851,  42,Path end reached
852,  43,Path end reached
853,  43,Path end reached
854,  50,Path end reached
855,  56,Path end reached
856,  53,Path end reached
857,  51,Path end reached
858,  54,Path end reached
859,  45,Path end reached
860,  51,Path end reached
861,  48,Path end reached
862,  51,Path end reached
863,  51,Path end reached
864,  52,Reset Environment
865,  52,Reset Environment
866,  52,Reset Environment
867,  51,Reset Environment
868,  14,Reset Environment
869,  40,Reset Environment
