  Time (Seconds) , FPS , Current Stage 
175,  43,Path end reached
176,  53,Path end reached
177,  45,Path end reached
178,  45,Path end reached
179,  41,Path end reached
180,  39,Path end reached
181,  52,Path end reached
182,  43,Path end reached
183,  47,Path end reached
184,  52,Path end reached
185,  44,Path end reached
186,  44,Path end reached
187,  42,Path end reached
188,  45,Path end reached
189,  46,Path end reached
190,  49,Path end reached
191,  40,Path end reached
192,  50,Path end reached
193,  41,Path end reached
194,  55,Path end reached
195,  50,Reset Environment
196,  53,Start planning path
197,  51,Start planning path
198,  59,Start planning path
199,  59,Start planning path
200,  59,Start planning path
201,  59,Start planning path
202,  59,Start planning path
203,  58,Start planning path
204,  60,Start planning path
205,  59,Start planning path
206,  60,Start planning path
207,  59,Start planning path
208,  53,Start planning path
209,  60,Start planning path
210,  59,Start planning path
211,  60,Start planning path
212,  60,Start planning path
213,  61,Start planning path
214,  59,Start planning path
215,  62,Start planning path
216,  59,Start planning path
217,  60,Start planning path
218,  59,Start planning path
219,  59,Start planning path
220,  57,Start planning path
221,  60,Start planning path
222,  60,Start planning path
223,  61,Start planning path
224,  59,Start planning path
225,  61,Start planning path
226,  60,Start planning path
227,  60,Start planning path
228,  61,Start planning path
229,  58,Start planning path
230,  59,Start planning path
231,  60,Start planning path
232,  60,Start planning path
233,  60,Start planning path
234,  59,Start planning path
235,  59,Start planning path
236,  60,Start planning path
237,  60,Start planning path
238,  60,Start planning path
239,  60,Start planning path
240,  60,Start planning path
241,  58,Start planning path
242,  61,Start planning path
243,  59,Start planning path
244,  64,Start planning path
245,  61,Start planning path
246,  59,Start planning path
247,  59,Start planning path
248,  59,Start planning path
249,  58,Start planning path
250,  58,Start planning path
251,  60,Start planning path
252,  59,Start planning path
253,  59,Start planning path
254,  50,Start planning path
255,  51,Start planning path
256,  60,Start planning path
257,  61,Start planning path
258,  42,Start planning path
259,  42,Start planning path
260,  44,Start planning path
261,  46,Start planning path
262,  46,Start planning path
263,  46,Start planning path
264,  45,Start planning path
265,  44,Path end reached
266,  51,Path end reached
267,  60,Path end reached
268,  50,Path end reached
269,  43,Path end reached
270,  50,Path end reached
271,  52,Start executing path
272,  54,Start executing path
273,  50,Start executing path
274,  44,Start executing path
275,  50,Start executing path
276,  49,Start executing path
277,  50,Start executing path
278,  50,Start executing path
279,  56,Start executing path
280,  45,Start executing path
281,  41,Path end reached
282,  44,Path end reached
283,  44,Path end reached
284,  45,Path end reached
285,  45,Path end reached
286,  43,Path end reached
287,  46,Path end reached
288,  56,Path end reached
289,  45,Path end reached
290,  38,Path end reached
291,  42,Path end reached
292,  44,Path end reached
293,  46,Path end reached
294,  52,Path end reached
295,  44,Path end reached
296,  52,Path end reached
297,  54,Path end reached
298,  52,Path end reached
299,  42,Path end reached
300,  39,Path end reached
301,  53,Path end reached
302,  56,Path end reached
303,  45,Path end reached
304,  39,Path end reached
305,  39,Path end reached
306,  54,Path end reached
307,  40,Path end reached
308,  43,Path end reached
309,  60,Path end reached
310,  55,Path end reached
311,  54,Path end reached
312,  55,Path end reached
313,  49,Path end reached
314,  51,Path end reached
315,  50,Path end reached
316,  41,Path end reached
317,  51,Path end reached
318,  50,Path end reached
319,  50,Path end reached
320,  50,Path end reached
321,  50,Path end reached
322,  51,Reset Environment
323,  63,Start planning path
324,  62,Start planning path
325,  52,Start planning path
326,  62,Start planning path
327,  62,Start planning path
328,  60,Start planning path
329,  63,Start planning path
330,  60,Start planning path
331,  60,Start planning path
332,  59,Start planning path
333,  61,Start planning path
334,  58,Start planning path
335,  62,Start planning path
336,  59,Start planning path
337,  60,Start planning path
338,  60,Start planning path
339,  61,Start planning path
340,  60,Start planning path
341,  60,Start planning path
342,  57,Start planning path
343,  57,Start planning path
344,  60,Start planning path
345,  59,Start planning path
346,  60,Start planning path
347,  60,Start planning path
348,  60,Start planning path
349,  60,Start planning path
350,  61,Start planning path
351,  59,Start planning path
352,  60,Start planning path
353,  60,Start planning path
354,  59,Start planning path
355,  60,Start planning path
356,  60,Start planning path
357,  60,Start planning path
358,  60,Start planning path
359,  61,Start planning path
360,  59,Start planning path
361,  60,Start planning path
362,  65,Start planning path
363,  60,Start planning path
364,  60,Start planning path
365,  62,Start planning path
366,  59,Start planning path
367,  60,Start planning path
368,  60,Start planning path
369,  61,Start planning path
370,  51,Start planning path
371,  60,Start planning path
372,  59,Start planning path
373,  58,Start planning path
374,  59,Start planning path
375,  61,Start planning path
376,  47,Start planning path
377,  53,Start planning path
378,  54,Start planning path
379,  50,Start planning path
380,  46,Start planning path
381,  54,Start planning path
382,  52,Start planning path
383,  42,Start planning path
384,  42,Start planning path
385,  51,Start planning path
386,  43,Start planning path
387,  53,Start executing path
388,  52,Start executing path
389,  62,Start executing path
390,  60,Start executing path
391,  61,Start executing path
392,  60,Start executing path
393,  61,Start executing path
394,  60,Start executing path
395,  59,Start executing path
396,  51,Start executing path
397,  53,Start executing path
398,  53,Start executing path
399,  41,Path end reached
400,  42,Path end reached
401,  45,Path end reached
402,  44,Path end reached
403,  44,Path end reached
404,  54,Path end reached
405,  54,Path end reached
406,  55,Path end reached
407,  51,Path end reached
408,  52,Path end reached
409,  44,Path end reached
410,  51,Path end reached
411,  42,Path end reached
412,  41,Path end reached
413,  42,Path end reached
414,  54,Path end reached
415,  49,Path end reached
416,  39,Path end reached
417,  48,Path end reached
418,  51,Path end reached
419,  45,Path end reached
420,  45,Path end reached
421,  49,Path end reached
422,  42,Path end reached
423,  50,Path end reached
424,  51,Path end reached
425,  50,Path end reached
426,  41,Path end reached
427,  49,Path end reached
428,  52,Path end reached
429,  49,Path end reached
430,  54,Path end reached
431,  51,Path end reached
432,  52,Path end reached
433,  50,Path end reached
434,  57,Path end reached
435,  59,Path end reached
436,  57,Reset Environment
437,  60,Start planning path
438,  59,Start planning path
439,  60,Start planning path
440,  60,Start planning path
441,  59,Start planning path
442,  59,Start planning path
443,  59,Start planning path
444,  59,Start planning path
445,  60,Start planning path
446,  61,Start planning path
447,  59,Start planning path
448,  57,Start planning path
449,  62,Start planning path
450,  61,Start planning path
451,  62,Start planning path
452,  61,Start planning path
453,  59,Start planning path
454,  71,Start planning path
455,  62,Start planning path
456,  59,Start planning path
457,  59,Start planning path
458,  61,Start planning path
459,  58,Start planning path
460,  59,Start planning path
461,  59,Start planning path
462,  60,Start planning path
463,  59,Start planning path
464,  60,Start planning path
465,  61,Start planning path
466,  60,Start planning path
467,  60,Start planning path
468,  60,Start planning path
469,  59,Start planning path
470,  60,Start planning path
471,  59,Start planning path
472,  60,Start planning path
473,  60,Start planning path
474,  60,Start planning path
475,  61,Start planning path
476,  61,Start planning path
477,  61,Start planning path
478,  61,Start planning path
479,  50,Start planning path
480,  48,Start planning path
481,  49,Start planning path
482,  50,Start planning path
483,  44,Start planning path
484,  46,Start planning path
485,  52,Start planning path
486,  50,Start planning path
487,  53,Start planning path
488,  44,Start planning path
489,  40,Path end reached
490,  41,Path end reached
491,  52,Path end reached
492,  55,Path end reached
493,  44,Path end reached
494,  52,Start executing path
495,  55,Start executing path
496,  49,Start executing path
497,  52,Start executing path
498,  50,Start executing path
499,  46,Start executing path
500,  53,Start executing path
501,  53,Start executing path
502,  42,Start executing path
503,  42,Start executing path
504,  52,Path end reached
505,  54,Path end reached
506,  39,Path end reached
507,  52,Path end reached
508,  44,Path end reached
509,  46,Path end reached
510,  51,Path end reached
511,  38,Path end reached
512,  52,Path end reached
513,  49,Path end reached
514,  45,Path end reached
515,  43,Path end reached
516,  43,Path end reached
517,  43,Path end reached
518,  38,Path end reached
519,  53,Path end reached
520,  42,Path end reached
521,  60,Path end reached
522,  51,Path end reached
523,  49,Path end reached
524,  52,Path end reached
525,  38,Path end reached
526,  49,Path end reached
527,  49,Path end reached
528,  52,Path end reached
529,  45,Path end reached
530,  42,Path end reached
531,  45,Path end reached
532,  52,Path end reached
533,  52,Path end reached
534,  41,Path end reached
535,  45,Path end reached
536,  45,Path end reached
537,  54,Path end reached
538,  52,Path end reached
539,  51,Path end reached
540,  45,Path end reached
541,  51,Reset Environment
542,  44,Reset Environment
543,  52,Start planning path
544,  62,Start planning path
545,  60,Start planning path
546,  60,Start planning path
547,  62,Start planning path
548,  60,Start planning path
549,  60,Start planning path
550,  60,Start planning path
551,  61,Start planning path
552,  58,Start planning path
553,  60,Start planning path
554,  60,Start planning path
555,  60,Start planning path
556,  61,Start planning path
557,  60,Start planning path
558,  60,Start planning path
559,  60,Start planning path
560,  61,Start planning path
561,  61,Start planning path
562,  60,Start planning path
563,  60,Start planning path
564,  59,Start planning path
565,  60,Start planning path
566,  58,Start planning path
567,  59,Start planning path
568,  59,Start planning path
569,  60,Start planning path
570,  61,Start planning path
571,  59,Start planning path
572,  60,Start planning path
573,  56,Start planning path
574,  61,Start planning path
575,  60,Start planning path
576,  62,Start planning path
577,  58,Start planning path
578,  60,Start planning path
579,  60,Start planning path
580,  60,Start planning path
581,  60,Start planning path
582,  60,Start planning path
583,  60,Start planning path
584,  60,Start planning path
585,  58,Start planning path
586,  51,Start planning path
587,  59,Start planning path
588,  60,Start planning path
589,  61,Start planning path
590,  61,Start planning path
591,  55,Start planning path
592,  57,Start planning path
593,  60,Start planning path
594,  47,Start planning path
595,  50,Start planning path
596,  53,Start planning path
597,  45,Start planning path
598,  43,Start planning path
599,  45,Start planning path
600,  49,Start planning path
601,  46,Start planning path
602,  45,Start planning path
603,  43,Path end reached
604,  51,Path end reached
605,  54,Path end reached
606,  42,Path end reached
607,  50,Path end reached
608,  54,Path end reached
609,  45,Path end reached
610,  44,Path end reached
611,  51,Path end reached
612,  49,Start executing path
613,  52,Start executing path
614,  55,Start executing path
615,  39,Start executing path
616,  41,Start executing path
617,  44,Start executing path
618,  45,Start executing path
619,  42,Start executing path
620,  44,Start executing path
621,  43,Path end reached
622,  38,Path end reached
623,  52,Path end reached
624,  51,Path end reached
625,  42,Path end reached
626,  50,Path end reached
627,  52,Path end reached
628,  42,Path end reached
629,  46,Path end reached
630,  55,Path end reached
631,  43,Path end reached
632,  44,Path end reached
633,  51,Path end reached
634,  50,Path end reached
635,  49,Path end reached
636,  50,Path end reached
637,  50,Path end reached
638,  53,Path end reached
639,  50,Path end reached
640,  51,Path end reached
641,  53,Path end reached
642,  50,Path end reached
643,  42,Path end reached
644,  53,Path end reached
645,  42,Path end reached
646,  42,Path end reached
647,  50,Path end reached
648,  50,Path end reached
649,  50,Path end reached
650,  42,Path end reached
651,  41,Path end reached
652,  37,Path end reached
653,  55,Path end reached
654,  52,Path end reached
655,  54,Path end reached
656,  39,Path end reached
657,  38,Path end reached
658,  42,Path end reached
659,  42,Path end reached
660,  44,Path end reached
661,  53,Path end reached
662,  49,Path end reached
663,  41,Path end reached
664,  52,Path end reached
665,  59,Reset Environment
666,  53,Reset Environment
667,  61,Start planning path
668,  59,Start planning path
669,  62,Start planning path
670,  60,Start planning path
671,  61,Start planning path
672,  60,Start planning path
673,  59,Start planning path
674,  60,Start planning path
675,  60,Start planning path
676,  58,Start planning path
677,  59,Start planning path
678,  59,Start planning path
679,  63,Start planning path
680,  52,Start planning path
681,  60,Start planning path
682,  59,Start planning path
683,  62,Start planning path
684,  61,Start planning path
685,  63,Start planning path
686,  61,Start planning path
687,  61,Start planning path
688,  60,Start planning path
689,  60,Start planning path
690,  60,Start planning path
691,  60,Start planning path
692,  62,Start planning path
693,  60,Start planning path
694,  60,Start planning path
695,  62,Start planning path
696,  61,Start planning path
697,  61,Start planning path
698,  58,Start planning path
699,  59,Start planning path
700,  60,Start planning path
701,  60,Start planning path
702,  61,Start planning path
703,  60,Start planning path
704,  61,Start planning path
705,  60,Start planning path
706,  60,Start planning path
707,  57,Start planning path
708,  51,Start planning path
709,  59,Start planning path
710,  58,Start planning path
711,  62,Start planning path
712,  49,Start planning path
713,  58,Start planning path
714,  59,Start planning path
715,  49,Start planning path
716,  53,Start planning path
717,  54,Start planning path
718,  38,Start planning path
719,  43,Start planning path
720,  43,Start planning path
721,  44,Start planning path
722,  43,Start planning path
723,  43,Start planning path
724,  48,Path end reached
725,  42,Path end reached
726,  46,Start executing path
727,  55,Start executing path
728,  42,Start executing path
729,  41,Start executing path
730,  46,Start executing path
731,  53,Start executing path
732,  45,Start executing path
733,  45,Start executing path
734,  42,Start executing path
735,  46,Path end reached
736,  44,Path end reached
737,  38,Path end reached
738,  42,Path end reached
739,  42,Path end reached
740,  42,Path end reached
741,  45,Path end reached
742,  48,Path end reached
743,  55,Path end reached
744,  45,Path end reached
745,  45,Path end reached
746,  45,Path end reached
747,  39,Path end reached
748,  43,Path end reached
749,  43,Path end reached
750,  43,Path end reached
751,  46,Path end reached
752,  43,Path end reached
753,  45,Path end reached
754,  41,Path end reached
755,  44,Path end reached
756,  48,Path end reached
757,  43,Path end reached
758,  44,Path end reached
759,  39,Path end reached
760,  44,Path end reached
761,  36,Path end reached
762,  44,Path end reached
763,  44,Path end reached
764,  51,Path end reached
765,  46,Path end reached
766,  42,Path end reached
767,  42,Path end reached
768,  39,Path end reached
769,  46,Path end reached
770,  43,Path end reached
771,  44,Path end reached
772,  45,Path end reached
773,  50,Path end reached
774,  44,Path end reached
775,  44,Path end reached
776,  51,Reset Environment
777,  43,Reset Environment
778,  51,Start planning path
779,  49,Start planning path
780,  60,Start planning path
781,  59,Start planning path
782,  46,Start planning path
783,  44,Start planning path
784,  61,Start planning path
785,  60,Start planning path
786,  62,Start planning path
787,  61,Start planning path
788,  58,Start planning path
789,  60,Start planning path
790,  60,Start planning path
791,  60,Start planning path
792,  61,Start planning path
793,  61,Start planning path
794,  61,Start planning path
795,  61,Start planning path
796,  62,Start planning path
797,  60,Start planning path
798,  60,Start planning path
799,  59,Start planning path
800,  60,Start planning path
801,  61,Start planning path
802,  60,Start planning path
803,  59,Start planning path
804,  59,Start planning path
805,  52,Start planning path
806,  55,Start planning path
807,  50,Start planning path
808,  55,Start planning path
809,  62,Start planning path
810,  61,Start planning path
811,  60,Start planning path
812,  62,Start planning path
813,  64,Start planning path
814,  61,Start planning path
815,  62,Start planning path
816,  59,Start planning path
817,  60,Start planning path
818,  62,Start planning path
819,  60,Start planning path
820,  64,Start planning path
821,  60,Start planning path
822,  50,Start planning path
823,  60,Start planning path
824,  51,Start planning path
825,  52,Start planning path
826,  55,Start planning path
827,  41,Start planning path
828,  42,Start planning path
829,  60,Start planning path
830,  59,Start planning path
831,  59,Start planning path
832,  57,Start planning path
833,  59,Start planning path
834,  51,Start planning path
835,  44,Start planning path
836,  39,Start planning path
837,  46,Start planning path
838,  53,Start planning path
839,  45,Start planning path
840,  37,Start planning path
841,  37,Start planning path
842,  38,Path end reached
843,  34,Path end reached
844,  42,Start executing path
845,  55,Start executing path
846,  47,Start executing path
847,  42,Start executing path
848,  46,Start executing path
849,  46,Start executing path
850,  53,Start executing path
851,  50,Start executing path
852,  44,Path end reached
853,  52,Path end reached
854,  41,Path end reached
855,  42,Path end reached
856,  47,Path end reached
857,  40,Path end reached
858,  41,Path end reached
859,  40,Path end reached
860,  44,Path end reached
861,  44,Path end reached
862,  42,Path end reached
863,  44,Path end reached
864,  49,Path end reached
865,  52,Path end reached
866,  47,Path end reached
867,  46,Path end reached
868,  48,Path end reached
869,  43,Path end reached
870,  43,Path end reached
871,  45,Path end reached
872,  43,Path end reached
873,  45,Path end reached
874,  43,Path end reached
875,  45,Path end reached
876,  39,Path end reached
877,  44,Path end reached
878,  45,Path end reached
879,  45,Path end reached
880,  39,Path end reached
881,  42,Path end reached
882,  44,Path end reached
883,  37,Path end reached
884,  42,Path end reached
885,  43,Path end reached
886,  52,Path end reached
887,  43,Path end reached
888,  50,Path end reached
889,  43,Path end reached
890,  45,Path end reached
891,  43,Path end reached
892,  41,Path end reached
893,  45,Path end reached
894,  42,Path end reached
895,  42,Path end reached
896,  51,Path end reached
897,  51,Path end reached
898,  47,Path end reached
899,  42,Reset Environment
900,  44,Reset Environment
901,  45,Start planning path
902,  59,Start planning path
903,  61,Start planning path
904,  61,Start planning path
905,  59,Start planning path
906,  62,Start planning path
907,  59,Start planning path
908,  62,Start planning path
909,  63,Start planning path
910,  59,Start planning path
911,  59,Start planning path
912,  60,Start planning path
913,  60,Start planning path
914,  61,Start planning path
915,  60,Start planning path
916,  61,Start planning path
917,  61,Start planning path
918,  43,Start planning path
919,  43,Start planning path
920,  42,Start planning path
921,  39,Start planning path
922,  60,Start planning path
923,  62,Start planning path
924,  62,Start planning path
925,  43,Start planning path
926,  39,Start planning path
927,  60,Start planning path
928,  52,Start planning path
929,  62,Start planning path
930,  61,Start planning path
931,  50,Start planning path
932,  60,Start planning path
933,  59,Start planning path
934,  58,Start planning path
935,  60,Start planning path
936,  60,Start planning path
937,  60,Start planning path
938,  59,Start planning path
939,  61,Start planning path
940,  60,Start planning path
941,  61,Start planning path
942,  59,Start planning path
943,  60,Start planning path
944,  58,Start planning path
945,  62,Start planning path
946,  62,Start planning path
947,  52,Start planning path
948,  61,Start planning path
949,  58,Start planning path
950,  62,Start planning path
951,  60,Start planning path
952,  50,Start planning path
953,  54,Start planning path
954,  57,Start planning path
955,  61,Start planning path
956,  47,Start planning path
957,  45,Start planning path
958,  43,Start planning path
959,  55,Start planning path
960,  43,Start planning path
961,  45,Start planning path
962,  45,Start planning path
963,  53,Start planning path
964,  38,Start planning path
965,  43,Path end reached
966,  39,Path end reached
967,  48,Path end reached
968,  43,Path end reached
969,  43,Path end reached
970,  41,Start executing path
971,  49,Start executing path
972,  53,Start executing path
973,  54,Start executing path
974,  38,Start executing path
975,  55,Start executing path
976,  44,Start executing path
977,  55,Start executing path
978,  39,Start executing path
979,  39,Path end reached
980,  51,Path end reached
981,  45,Path end reached
982,  43,Path end reached
983,  42,Path end reached
984,  38,Path end reached
985,  53,Path end reached
986,  40,Path end reached
987,  42,Path end reached
988,  42,Path end reached
989,  46,Path end reached
990,  39,Path end reached
991,  51,Path end reached
992,  57,Path end reached
993,  51,Path end reached
994,  52,Path end reached
995,  44,Path end reached
996,  61,Path end reached
997,  48,Path end reached
998,  39,Path end reached
999,  42,Path end reached
1000,  55,Path end reached
1001,  48,Path end reached
1002,  53,Path end reached
1003,  41,Path end reached
1004,  45,Path end reached
1005,  53,Path end reached
1006,  38,Path end reached
1007,  45,Path end reached
1008,  41,Path end reached
1009,  54,Path end reached
1010,  53,Path end reached
1011,  51,Path end reached
1012,  47,Path end reached
1013,  50,Path end reached
1014,  50,Path end reached
1015,  60,Path end reached
1016,  52,Path end reached
1017,  45,Path end reached
1018,  53,Path end reached
1019,  49,Path end reached
1020,  50,Path end reached
1021,  41,Path end reached
1022,  40,Path end reached
1023,  49,Reset Environment
1024,  61,Start planning path
1025,  52,Start planning path
1026,  59,Start planning path
1027,  60,Start planning path
1028,  64,Start planning path
1029,  62,Start planning path
1030,  54,Start planning path
1031,  59,Start planning path
1032,  56,Start planning path
1033,  60,Start planning path
1034,  60,Start planning path
1035,  61,Start planning path
1036,  62,Start planning path
1037,  60,Start planning path
1038,  60,Start planning path
1039,  59,Start planning path
1040,  57,Start planning path
1041,  60,Start planning path
1042,  58,Start planning path
1043,  60,Start planning path
1044,  60,Start planning path
1045,  59,Start planning path
1046,  61,Start planning path
1047,  60,Start planning path
1048,  59,Start planning path
1049,  58,Start planning path
1050,  60,Start planning path
1051,  58,Start planning path
1052,  58,Start planning path
1053,  59,Start planning path
1054,  60,Start planning path
1055,  60,Start planning path
1056,  59,Start planning path
1057,  61,Start planning path
1058,  62,Start planning path
1059,  61,Start planning path
1060,  63,Start planning path
1061,  59,Start planning path
1062,  62,Start planning path
1063,  60,Start planning path
1064,  60,Start planning path
1065,  61,Start planning path
1066,  63,Start planning path
1067,  61,Start planning path
1068,  61,Start planning path
1069,  58,Start planning path
1070,  51,Start planning path
1071,  51,Start planning path
1072,  51,Start planning path
1073,  52,Start planning path
1074,  52,Start planning path
1075,  40,Start planning path
1076,  39,Start planning path
1077,  58,Start planning path
1078,  42,Start planning path
1079,  48,Start planning path
1080,  52,Start planning path
1081,  44,Path end reached
1082,  52,Path end reached
1083,  47,Path end reached
1084,  53,Path end reached
1085,  55,Path end reached
1086,  52,Path end reached
1087,  55,Path end reached
1088,  49,Path end reached
1089,  44,Path end reached
1090,  47,Path end reached
1091,  50,Path end reached
1092,  41,Path end reached
1093,  52,Path end reached
1094,  46,Path end reached
1095,  48,Path end reached
1096,  54,Path end reached
1097,  43,Path end reached
1098,  44,Start executing path
1099,  42,Start executing path
1100,  52,Start executing path
1101,  49,Start executing path
1102,  54,Start executing path
1103,  41,Start executing path
1104,  50,Start executing path
1105,  49,Start executing path
1106,  50,Start executing path
1107,  56,Start executing path
1108,  49,Start executing path
1109,  41,Path end reached
1110,  40,Path end reached
1111,  46,Path end reached
1112,  52,Path end reached
1113,  64,Path end reached
1114,  45,Path end reached
1115,  42,Path end reached
1116,  49,Path end reached
1117,  48,Path end reached
1118,  42,Path end reached
1119,  44,Path end reached
1120,  42,Path end reached
1121,  52,Path end reached
1122,  44,Path end reached
1123,  51,Path end reached
1124,  46,Path end reached
1125,  53,Path end reached
1126,  42,Path end reached
1127,  49,Path end reached
1128,  49,Path end reached
1129,  42,Path end reached
1130,  39,Path end reached
1131,  44,Path end reached
1132,  45,Path end reached
1133,  55,Path end reached
1134,  48,Path end reached
1135,  51,Path end reached
1136,  41,Path end reached
1137,  42,Path end reached
1138,  53,Path end reached
1139,  49,Path end reached
1140,  42,Path end reached
1141,  42,Path end reached
1142,  55,Path end reached
1143,  52,Path end reached
1144,  53,Path end reached
1145,  45,Path end reached
1146,  48,Path end reached
1147,  51,Path end reached
1148,  42,Path end reached
1149,  61,Path end reached
1150,  52,Path end reached
1151,  52,Path end reached
1152,  49,Path end reached
1153,  50,Path end reached
1154,  52,Path end reached
1155,  42,Path end reached
1156,  40,Path end reached
1157,  40,Path end reached
1158,  43,Path end reached
1159,  44,Path end reached
1160,  44,Path end reached
1161,  43,Path end reached
1162,  44,Reset Environment
1163,  49,Start planning path
1164,  61,Start planning path
1165,  59,Start planning path
1166,  59,Start planning path
1167,  58,Start planning path
1168,  59,Start planning path
1169,  59,Start planning path
1170,  60,Start planning path
1171,  60,Start planning path
1172,  61,Start planning path
1173,  60,Start planning path
1174,  59,Start planning path
1175,  60,Start planning path
1176,  59,Start planning path
1177,  59,Start planning path
1178,  59,Start planning path
1179,  43,Start planning path
1180,  45,Start planning path
1181,  43,Start planning path
1182,  59,Start planning path
1183,  58,Start planning path
1184,  60,Start planning path
1185,  59,Start planning path
1186,  53,Start planning path
1187,  63,Start planning path
1188,  51,Start planning path
1189,  52,Start planning path
1190,  50,Start planning path
1191,  42,Start planning path
1192,  61,Start planning path
1193,  62,Start planning path
1194,  61,Start planning path
1195,  61,Start planning path
1196,  59,Start planning path
1197,  59,Start planning path
1198,  60,Start planning path
1199,  49,Start planning path
1200,  50,Start planning path
1201,  58,Start planning path
1202,  59,Start planning path
1203,  60,Start planning path
1204,  62,Start planning path
1205,  48,Start planning path
1206,  60,Start planning path
1207,  60,Start planning path
1208,  60,Start planning path
1209,  62,Start planning path
1210,  58,Start planning path
1211,  58,Start planning path
1212,  49,Start planning path
1213,  49,Start planning path
1214,  60,Start planning path
1215,  59,Start planning path
1216,  59,Start planning path
1217,  60,Start planning path
1218,  60,Start planning path
1219,  60,Start planning path
1220,  59,Start planning path
1221,  49,Start planning path
1222,  49,Start planning path
1223,  45,Start planning path
1224,  60,Start planning path
1225,  60,Start planning path
1226,  60,Start planning path
1227,  59,Start planning path
1228,  60,Start planning path
1229,  52,Start planning path
1230,  47,Start planning path
1231,  45,Start planning path
1232,  46,Start planning path
1233,  39,Start planning path
1234,  43,Start planning path
