  Time (Seconds) , FPS , Current Stage 
304,  61,Path end reached
305,  59,Path end reached
306,  61,Path end reached
307,  61,Path end reached
308,  45,Path end reached
309,  55,Path end reached
310,  58,Path end reached
311,  60,Path end reached
312,  63,Path end reached
313,  60,Path end reached
314,  60,Path end reached
315,  60,Path end reached
316,  61,Reset Environment
317,  60,Reset Environment
318,  60,Reset Environment
319,  60,Reset Environment
320,  62,Start planning path
321,  60,Start planning path
322,  60,Start planning path
323,  59,Start planning path
324,  58,Start planning path
325,  60,Start planning path
326,  62,Start planning path
327,  60,Start planning path
328,  60,Start planning path
329,  61,Start planning path
330,  60,Start planning path
331,  60,Start planning path
332,  58,Start planning path
333,  61,Start planning path
334,  62,Start planning path
335,  61,Start planning path
336,  60,Start planning path
337,  63,Start planning path
338,  39,Start planning path
339,  52,Path end reached
340,  35,Start executing path
341,  55,Start executing path
342,  47,Start executing path
343,  60,Start executing path
344,  42,Path end reached
345,  38,Path end reached
346,  48,Path end reached
347,  31,Path end reached
348,  34,Path end reached
349,  30,Path end reached
350,  40,Path end reached
351,  49,Path end reached
352,  60,Path end reached
353,  61,Path end reached
354,  60,Path end reached
355,  60,Path end reached
356,  60,Path end reached
357,  62,Path end reached
358,  59,Path end reached
359,  66,Path end reached
360,  60,Path end reached
361,  60,Path end reached
362,  60,Path end reached
363,  63,Path end reached
364,  60,Path end reached
365,  60,Path end reached
366,  58,Path end reached
367,  61,Path end reached
368,  60,Path end reached
369,  59,Path end reached
370,  61,Path end reached
371,  55,Path end reached
372,  60,Path end reached
373,  60,Path end reached
374,  46,Path end reached
375,  52,Reset Environment
376,  48,Start planning path
377,  61,Start planning path
378,  59,Start planning path
379,  59,Start planning path
380,  59,Start planning path
381,  60,Start planning path
382,  60,Start planning path
383,  60,Start planning path
384,  60,Start planning path
385,  60,Start planning path
386,  60,Start planning path
387,  61,Start planning path
388,  55,Start planning path
389,  59,Start planning path
390,  60,Start planning path
391,  60,Start planning path
392,  60,Start planning path
393,  60,Path end reached
394,  61,Path end reached
395,  51,Start executing path
396,  60,Start executing path
397,  61,Start executing path
398,  59,Start executing path
399,  43,Start executing path
400,  45,Path end reached
401,  40,Path end reached
402,  33,Path end reached
403,  36,Path end reached
404,  43,Path end reached
405,  42,Path end reached
406,  36,Path end reached
407,  38,Path end reached
408,  50,Path end reached
409,  39,Path end reached
410,  37,Path end reached
411,  37,Path end reached
412,  38,Path end reached
413,  38,Path end reached
414,  45,Path end reached
415,  38,Path end reached
416,  34,Path end reached
417,  61,Path end reached
418,  42,Path end reached
419,  59,Path end reached
420,  53,Path end reached
421,  62,Path end reached
422,  57,Path end reached
423,  60,Path end reached
424,  59,Path end reached
425,  57,Reset Environment
426,  62,Start planning path
427,  62,Start planning path
428,  60,Start planning path
429,  63,Start planning path
430,  60,Start planning path
431,  63,Start planning path
432,  62,Start planning path
433,  60,Start planning path
434,  61,Start planning path
435,  62,Start planning path
436,  58,Start planning path
437,  59,Start planning path
438,  61,Start planning path
439,  60,Start planning path
440,  62,Start planning path
441,  53,Start planning path
442,  60,Start planning path
443,  60,Start planning path
444,  62,Start planning path
445,  62,Start planning path
446,  60,Start planning path
447,  54,Start executing path
448,  62,Start executing path
449,  60,Start executing path
450,  59,Start executing path
451,  60,Path end reached
452,  62,Path end reached
453,  60,Path end reached
454,  60,Path end reached
455,  59,Path end reached
456,  59,Path end reached
457,  59,Path end reached
458,  53,Path end reached
459,  60,Path end reached
460,  61,Path end reached
461,  52,Path end reached
462,  43,Path end reached
463,  60,Path end reached
464,  60,Path end reached
465,  60,Path end reached
466,  61,Path end reached
467,  61,Path end reached
468,  60,Path end reached
469,  60,Path end reached
470,  59,Path end reached
471,  60,Path end reached
472,  60,Path end reached
473,  60,Path end reached
474,  59,Path end reached
475,  61,Path end reached
476,  60,Path end reached
477,  59,Path end reached
478,  60,Path end reached
479,  60,Path end reached
480,  60,Path end reached
481,  63,Path end reached
482,  59,Path end reached
483,  58,Reset Environment
484,  59,Start planning path
485,  61,Start planning path
486,  60,Start planning path
487,  59,Start planning path
488,  60,Start planning path
489,  61,Start planning path
490,  60,Start planning path
491,  60,Start planning path
492,  60,Start planning path
493,  60,Start planning path
494,  59,Start planning path
495,  60,Start planning path
496,  59,Start planning path
497,  58,Start planning path
498,  61,Start planning path
499,  40,Start planning path
500,  44,Start executing path
501,  56,Start executing path
502,  60,Start executing path
503,  60,Start executing path
504,  62,Start executing path
505,  60,Path end reached
506,  60,Path end reached
507,  59,Path end reached
508,  60,Path end reached
509,  62,Path end reached
510,  60,Path end reached
511,  55,Path end reached
512,  59,Path end reached
513,  42,Path end reached
514,  40,Path end reached
515,  34,Path end reached
516,  38,Path end reached
517,  38,Path end reached
518,  34,Path end reached
519,  34,Path end reached
520,  32,Path end reached
521,  45,Path end reached
522,  38,Path end reached
523,  58,Path end reached
524,  62,Path end reached
525,  61,Path end reached
526,  57,Path end reached
527,  59,Path end reached
528,  60,Path end reached
529,  65,Path end reached
530,  62,Path end reached
531,  60,Reset Environment
532,  62,Reset Environment
533,  59,Reset Environment
534,  61,Start planning path
535,  61,Start planning path
536,  59,Start planning path
537,  62,Start planning path
538,  59,Start planning path
539,  61,Start planning path
540,  60,Start planning path
541,  59,Start planning path
542,  60,Start planning path
543,  62,Start planning path
544,  59,Start planning path
545,  56,Start planning path
546,  60,Start planning path
547,  60,Start planning path
548,  59,Start planning path
549,  43,Start planning path
550,  55,Start planning path
551,  48,Start executing path
552,  60,Start executing path
553,  60,Start executing path
554,  61,Start executing path
555,  41,Path end reached
556,  60,Path end reached
557,  60,Path end reached
558,  52,Path end reached
559,  44,Path end reached
560,  37,Path end reached
561,  35,Path end reached
562,  34,Path end reached
563,  33,Path end reached
564,  46,Path end reached
565,  44,Path end reached
566,  38,Path end reached
567,  34,Path end reached
568,  61,Path end reached
569,  57,Path end reached
570,  60,Path end reached
571,  48,Path end reached
572,  59,Path end reached
573,  46,Path end reached
574,  60,Path end reached
575,  62,Path end reached
576,  59,Path end reached
577,  60,Reset Environment
578,  64,Reset Environment
579,  62,Reset Environment
580,  66,Reset Environment
581,  59,Start planning path
582,  60,Start planning path
583,  61,Start planning path
584,  59,Start planning path
585,  60,Start planning path
586,  59,Start planning path
587,  60,Start planning path
588,  60,Start planning path
589,  62,Start planning path
590,  60,Start planning path
591,  60,Start planning path
592,  60,Start planning path
593,  58,Start planning path
594,  52,Start planning path
595,  60,Start planning path
596,  51,Start planning path
597,  51,Start planning path
598,  63,Start planning path
599,  60,Start planning path
600,  59,Path end reached
601,  59,Path end reached
602,  49,Path end reached
603,  60,Start executing path
604,  61,Start executing path
605,  60,Start executing path
606,  62,Path end reached
607,  60,Path end reached
608,  60,Path end reached
609,  59,Path end reached
610,  41,Path end reached
611,  40,Path end reached
612,  38,Path end reached
613,  41,Path end reached
614,  38,Path end reached
615,  41,Path end reached
616,  43,Path end reached
617,  45,Path end reached
618,  38,Path end reached
619,  27,Path end reached
620,  32,Path end reached
621,  53,Path end reached
622,  58,Path end reached
623,  61,Path end reached
624,  48,Path end reached
625,  56,Path end reached
626,  59,Path end reached
627,  59,Path end reached
628,  62,Path end reached
629,  61,Reset Environment
630,  60,Start planning path
631,  59,Start planning path
632,  62,Start planning path
633,  60,Start planning path
634,  59,Start planning path
635,  60,Start planning path
636,  59,Start planning path
637,  62,Start planning path
638,  63,Start planning path
639,  59,Start planning path
640,  59,Start planning path
641,  60,Start planning path
642,  59,Start planning path
643,  63,Start planning path
644,  59,Start planning path
645,  62,Start planning path
646,  65,Start planning path
647,  61,Start executing path
648,  59,Start executing path
649,  60,Start executing path
650,  61,Start executing path
651,  59,Path end reached
652,  59,Path end reached
653,  60,Path end reached
654,  60,Path end reached
655,  60,Path end reached
656,  59,Path end reached
657,  60,Path end reached
658,  59,Path end reached
659,  60,Path end reached
660,  61,Path end reached
661,  60,Path end reached
662,  59,Path end reached
663,  58,Path end reached
664,  59,Path end reached
665,  60,Path end reached
666,  60,Path end reached
667,  60,Path end reached
668,  61,Path end reached
669,  59,Path end reached
670,  60,Path end reached
671,  61,Path end reached
672,  59,Reset Environment
673,  62,Reset Environment
674,  61,Reset Environment
675,  51,Reset Environment
676,  59,Reset Environment
