  Time (Seconds) , FPS , Current Stage 
516,  55,Path end reached
517,  48,Path end reached
518,  49,Path end reached
519,  56,Path end reached
520,  52,Path end reached
521,  45,Path end reached
522,  45,Path end reached
523,  54,Path end reached
524,  46,Path end reached
525,  44,Path end reached
526,  50,Path end reached
527,  53,Path end reached
528,  44,Path end reached
529,  45,Path end reached
530,  47,Path end reached
531,  39,Path end reached
532,  44,Path end reached
533,  39,Path end reached
534,  53,Path end reached
535,  48,Path end reached
536,  42,Path end reached
537,  53,Path end reached
538,  44,Path end reached
539,  53,Path end reached
540,  51,Path end reached
541,  45,Path end reached
542,  44,Path end reached
543,  53,Path end reached
544,  42,Path end reached
545,  42,Path end reached
546,  44,Path end reached
547,  44,Path end reached
548,  53,Path end reached
549,  52,Path end reached
550,  50,Path end reached
551,  43,Path end reached
552,  54,Path end reached
553,  41,Path end reached
554,  49,Path end reached
555,  51,Path end reached
556,  50,Path end reached
557,  61,Path end reached
558,  53,Path end reached
559,  53,Reset Environment
560,  64,Start planning path
561,  61,Start planning path
562,  51,Start planning path
563,  60,Start planning path
564,  61,Start planning path
565,  60,Start planning path
566,  61,Start planning path
567,  60,Start planning path
568,  62,Start planning path
569,  60,Start planning path
570,  60,Start planning path
571,  60,Start planning path
572,  58,Start planning path
573,  60,Start planning path
574,  60,Start planning path
575,  58,Start planning path
576,  60,Start planning path
577,  60,Start planning path
578,  60,Start planning path
579,  61,Start planning path
580,  59,Start planning path
581,  60,Start planning path
582,  58,Start planning path
583,  62,Start planning path
584,  60,Start planning path
585,  61,Start planning path
586,  61,Start planning path
587,  58,Start planning path
588,  60,Start planning path
589,  59,Start planning path
590,  61,Start planning path
591,  60,Start planning path
592,  60,Start planning path
593,  61,Start planning path
594,  59,Start planning path
595,  61,Start planning path
596,  61,Start planning path
597,  61,Start planning path
598,  61,Start planning path
599,  39,Start planning path
600,  50,Start planning path
601,  59,Start planning path
602,  62,Start planning path
603,  61,Start planning path
604,  60,Start planning path
605,  61,Start planning path
606,  59,Start planning path
607,  60,Start planning path
608,  61,Start planning path
609,  52,Start planning path
610,  48,Start planning path
611,  61,Start planning path
612,  60,Start planning path
613,  60,Start planning path
614,  61,Start planning path
615,  60,Start planning path
616,  60,Start planning path
617,  59,Start planning path
618,  60,Start planning path
619,  60,Start planning path
620,  59,Start planning path
621,  60,Start planning path
622,  60,Start planning path
623,  59,Start planning path
624,  61,Start planning path
625,  61,Start planning path
626,  54,Start planning path
627,  62,Start planning path
628,  60,Start planning path
629,  60,Start planning path
630,  62,Start planning path
631,  56,Start planning path
632,  59,Start planning path
633,  44,Start planning path
634,  40,Start planning path
635,  42,Start planning path
636,  51,Start planning path
637,  45,Start planning path
638,  45,Start planning path
639,  40,Start planning path
640,  39,Start planning path
641,  50,Start planning path
642,  44,Start planning path
643,  52,Start planning path
644,  42,Start planning path
645,  53,Start planning path
646,  42,Start planning path
647,  53,Start planning path
648,  44,Start planning path
649,  52,Start planning path
650,  42,Start planning path
651,  53,Start executing path
652,  53,Start executing path
653,  53,Start executing path
654,  38,Start executing path
655,  43,Start executing path
656,  54,Start executing path
657,  46,Start executing path
658,  51,Start executing path
659,  58,Start executing path
660,  50,Start executing path
661,  53,Start executing path
662,  56,Start executing path
663,  46,Start executing path
664,  46,Start executing path
665,  46,Start executing path
666,  45,Start executing path
667,  41,Start executing path
668,  51,Path end reached
669,  44,Path end reached
670,  46,Path end reached
671,  39,Path end reached
672,  46,Path end reached
673,  42,Path end reached
674,  38,Path end reached
675,  53,Path end reached
676,  39,Path end reached
677,  44,Path end reached
678,  39,Path end reached
679,  53,Path end reached
680,  43,Path end reached
681,  46,Path end reached
682,  52,Path end reached
683,  54,Path end reached
684,  54,Path end reached
685,  43,Path end reached
686,  48,Path end reached
687,  51,Path end reached
688,  49,Path end reached
689,  54,Path end reached
690,  41,Path end reached
691,  45,Path end reached
692,  54,Path end reached
693,  50,Path end reached
694,  51,Path end reached
695,  53,Path end reached
696,  44,Path end reached
697,  50,Path end reached
698,  53,Path end reached
699,  39,Path end reached
700,  44,Path end reached
701,  54,Path end reached
702,  52,Path end reached
703,  52,Path end reached
704,  51,Path end reached
705,  51,Path end reached
706,  50,Path end reached
707,  51,Path end reached
708,  53,Path end reached
709,  52,Path end reached
710,  52,Path end reached
711,  54,Path end reached
712,  53,Path end reached
713,  44,Path end reached
714,  50,Path end reached
715,  53,Path end reached
716,  42,Path end reached
717,  44,Path end reached
718,  46,Path end reached
719,  55,Path end reached
720,  45,Path end reached
721,  46,Path end reached
722,  54,Path end reached
723,  45,Path end reached
724,  41,Path end reached
725,  41,Path end reached
726,  41,Path end reached
727,  51,Path end reached
728,  60,Path end reached
729,  59,Path end reached
730,  61,Reset Environment
731,  52,Start planning path
732,  62,Start planning path
733,  60,Start planning path
734,  63,Start planning path
735,  61,Start planning path
736,  61,Start planning path
737,  60,Start planning path
738,  59,Start planning path
739,  58,Start planning path
740,  60,Start planning path
741,  59,Start planning path
742,  61,Start planning path
743,  58,Start planning path
744,  59,Start planning path
745,  60,Start planning path
746,  60,Start planning path
747,  58,Start planning path
748,  58,Start planning path
749,  58,Start planning path
750,  59,Start planning path
751,  62,Start planning path
752,  61,Start planning path
753,  59,Start planning path
754,  62,Start planning path
755,  58,Start planning path
756,  55,Start planning path
757,  59,Start planning path
758,  60,Start planning path
759,  61,Start planning path
760,  59,Start planning path
761,  62,Start planning path
762,  62,Start planning path
763,  60,Start planning path
764,  60,Start planning path
765,  57,Start planning path
766,  60,Start planning path
767,  63,Start planning path
768,  59,Start planning path
769,  60,Start planning path
770,  60,Start planning path
771,  50,Start planning path
772,  60,Start planning path
773,  58,Start planning path
774,  60,Start planning path
775,  59,Start planning path
776,  63,Start planning path
777,  60,Start planning path
778,  59,Start planning path
779,  59,Start planning path
780,  61,Start planning path
781,  59,Start planning path
782,  56,Start planning path
783,  60,Start planning path
784,  60,Start planning path
785,  61,Start planning path
786,  58,Start planning path
787,  60,Start planning path
788,  59,Start planning path
789,  60,Start planning path
790,  60,Start planning path
791,  65,Start planning path
792,  49,Start planning path
793,  43,Start planning path
794,  43,Start planning path
795,  58,Start planning path
796,  48,Start planning path
797,  47,Start planning path
798,  42,Start planning path
799,  52,Start planning path
800,  45,Start planning path
801,  51,Start planning path
802,  49,Start planning path
803,  50,Start planning path
804,  54,Start planning path
805,  41,Start planning path
806,  41,Start planning path
807,  55,Start planning path
808,  53,Start planning path
809,  42,Path end reached
810,  49,Path end reached
811,  50,Start executing path
812,  40,Start executing path
813,  42,Start executing path
814,  45,Start executing path
815,  45,Start executing path
816,  42,Start executing path
817,  41,Start executing path
818,  42,Start executing path
819,  46,Start executing path
820,  39,Start executing path
821,  39,Start executing path
822,  45,Start executing path
823,  41,Start executing path
824,  50,Start executing path
825,  40,Start executing path
826,  44,Start executing path
827,  55,Start executing path
828,  52,Start executing path
829,  45,Path end reached
830,  44,Path end reached
831,  45,Path end reached
832,  41,Path end reached
833,  43,Path end reached
834,  44,Path end reached
835,  38,Path end reached
836,  50,Path end reached
837,  38,Path end reached
838,  49,Path end reached
839,  42,Path end reached
840,  44,Path end reached
841,  44,Path end reached
842,  38,Path end reached
843,  52,Path end reached
844,  45,Path end reached
845,  44,Path end reached
846,  45,Path end reached
847,  54,Path end reached
848,  42,Path end reached
849,  41,Path end reached
850,  54,Path end reached
851,  51,Path end reached
852,  41,Path end reached
853,  64,Path end reached
854,  42,Path end reached
855,  39,Path end reached
856,  43,Path end reached
857,  47,Path end reached
858,  56,Path end reached
859,  40,Path end reached
860,  44,Path end reached
861,  39,Path end reached
862,  43,Path end reached
863,  42,Path end reached
864,  43,Path end reached
865,  44,Path end reached
866,  42,Path end reached
867,  51,Path end reached
868,  42,Path end reached
869,  44,Path end reached
870,  45,Path end reached
871,  46,Path end reached
872,  44,Path end reached
873,  39,Path end reached
874,  44,Path end reached
875,  53,Path end reached
876,  54,Path end reached
877,  53,Path end reached
878,  46,Path end reached
879,  42,Path end reached
880,  55,Path end reached
881,  46,Path end reached
882,  41,Path end reached
883,  51,Path end reached
884,  41,Path end reached
885,  41,Path end reached
886,  40,Path end reached
887,  48,Path end reached
888,  41,Path end reached
889,  51,Path end reached
890,  53,Path end reached
891,  52,Path end reached
892,  52,Path end reached
893,  53,Path end reached
894,  44,Path end reached
895,  44,Path end reached
896,  46,Path end reached
897,  41,Path end reached
898,  42,Path end reached
899,  53,Path end reached
900,  38,Path end reached
901,  43,Path end reached
902,  49,Path end reached
903,  51,Path end reached
904,  49,Path end reached
905,  48,Path end reached
906,  45,Path end reached
907,  61,Path end reached
908,  58,Reset Environment
909,  58,Start planning path
910,  60,Start planning path
911,  62,Start planning path
912,  60,Start planning path
913,  60,Start planning path
914,  63,Start planning path
915,  60,Start planning path
916,  62,Start planning path
917,  59,Start planning path
918,  60,Start planning path
919,  60,Start planning path
920,  57,Start planning path
921,  61,Start planning path
922,  61,Start planning path
923,  60,Start planning path
924,  60,Start planning path
925,  60,Start planning path
926,  55,Start planning path
927,  56,Start planning path
928,  59,Start planning path
929,  60,Start planning path
930,  60,Start planning path
931,  65,Start planning path
932,  60,Start planning path
933,  61,Start planning path
934,  59,Start planning path
935,  59,Start planning path
936,  60,Start planning path
937,  60,Start planning path
938,  62,Start planning path
939,  62,Start planning path
940,  62,Start planning path
941,  60,Start planning path
942,  60,Start planning path
943,  61,Start planning path
944,  49,Start planning path
945,  44,Start planning path
946,  52,Start planning path
947,  40,Start planning path
948,  59,Start planning path
949,  61,Start planning path
950,  52,Start planning path
951,  61,Start planning path
952,  59,Start planning path
953,  51,Start planning path
954,  59,Start planning path
955,  59,Start planning path
956,  60,Start planning path
957,  61,Start planning path
958,  60,Start planning path
959,  51,Start planning path
960,  51,Start planning path
961,  59,Start planning path
962,  50,Start planning path
963,  49,Start planning path
964,  53,Start planning path
965,  41,Start planning path
966,  62,Start planning path
967,  63,Start planning path
968,  60,Start planning path
969,  36,Start planning path
970,  49,Start planning path
971,  46,Start planning path
972,  40,Start planning path
973,  45,Start planning path
974,  46,Start planning path
975,  45,Start planning path
976,  53,Start planning path
977,  46,Start planning path
978,  45,Start planning path
979,  50,Start planning path
980,  53,Start planning path
981,  45,Start planning path
982,  52,Start planning path
983,  43,Start planning path
984,  45,Path end reached
985,  41,Path end reached
986,  48,Path end reached
987,  50,Start executing path
988,  55,Start executing path
989,  54,Start executing path
990,  41,Start executing path
991,  49,Start executing path
992,  50,Start executing path
993,  45,Start executing path
994,  51,Start executing path
995,  42,Start executing path
996,  54,Start executing path
997,  44,Start executing path
998,  53,Start executing path
999,  43,Start executing path
1000,  50,Start executing path
1001,  42,Start executing path
1002,  44,Start executing path
1003,  41,Path end reached
1004,  50,Path end reached
1005,  52,Path end reached
1006,  54,Path end reached
1007,  50,Path end reached
1008,  53,Path end reached
1009,  40,Path end reached
1010,  41,Path end reached
1011,  53,Path end reached
1012,  51,Path end reached
1013,  52,Path end reached
1014,  52,Path end reached
1015,  42,Path end reached
1016,  46,Path end reached
1017,  52,Path end reached
1018,  51,Path end reached
1019,  45,Path end reached
1020,  54,Path end reached
1021,  54,Path end reached
1022,  41,Path end reached
1023,  50,Path end reached
1024,  54,Path end reached
1025,  52,Path end reached
1026,  45,Path end reached
1027,  50,Path end reached
1028,  48,Path end reached
1029,  50,Path end reached
1030,  45,Path end reached
1031,  50,Path end reached
1032,  50,Path end reached
1033,  51,Path end reached
1034,  50,Path end reached
1035,  50,Path end reached
1036,  54,Path end reached
1037,  50,Path end reached
1038,  52,Path end reached
1039,  49,Path end reached
1040,  51,Path end reached
1041,  53,Path end reached
1042,  50,Path end reached
1043,  52,Path end reached
1044,  53,Path end reached
1045,  52,Path end reached
1046,  49,Path end reached
1047,  50,Path end reached
1048,  43,Path end reached
1049,  45,Path end reached
1050,  49,Path end reached
1051,  49,Path end reached
1052,  49,Path end reached
1053,  42,Path end reached
1054,  49,Path end reached
1055,  49,Path end reached
1056,  49,Path end reached
1057,  42,Path end reached
1058,  49,Path end reached
1059,  55,Path end reached
1060,  60,Reset Environment
1061,  53,Start planning path
1062,  68,Start planning path
1063,  60,Start planning path
1064,  59,Start planning path
1065,  62,Start planning path
1066,  63,Start planning path
1067,  59,Start planning path
1068,  59,Start planning path
1069,  60,Start planning path
1070,  61,Start planning path
1071,  60,Start planning path
1072,  63,Start planning path
1073,  60,Start planning path
1074,  60,Start planning path
1075,  60,Start planning path
1076,  61,Start planning path
1077,  61,Start planning path
1078,  60,Start planning path
1079,  59,Start planning path
1080,  60,Start planning path
1081,  60,Start planning path
1082,  58,Start planning path
1083,  59,Start planning path
1084,  63,Start planning path
1085,  62,Start planning path
1086,  63,Start planning path
1087,  62,Start planning path
1088,  65,Start planning path
1089,  62,Start planning path
1090,  63,Start planning path
1091,  61,Start planning path
1092,  64,Start planning path
1093,  58,Start planning path
1094,  62,Start planning path
1095,  59,Start planning path
1096,  59,Start planning path
1097,  59,Start planning path
1098,  59,Start planning path
1099,  50,Start planning path
1100,  59,Start planning path
1101,  59,Start planning path
1102,  61,Start planning path
1103,  41,Start planning path
1104,  59,Start planning path
1105,  60,Start planning path
1106,  49,Start planning path
1107,  53,Start planning path
1108,  60,Start planning path
1109,  60,Start planning path
1110,  59,Start planning path
1111,  61,Start planning path
1112,  62,Start planning path
1113,  49,Start planning path
1114,  52,Start planning path
1115,  49,Start planning path
1116,  52,Start planning path
1117,  52,Start planning path
1118,  51,Start planning path
1119,  60,Start planning path
1120,  65,Start planning path
1121,  54,Start planning path
1122,  46,Start planning path
1123,  53,Start planning path
1124,  42,Start planning path
1125,  45,Start planning path
1126,  46,Start planning path
1127,  43,Start planning path
1128,  44,Start planning path
1129,  45,Start planning path
1130,  51,Start planning path
1131,  44,Start planning path
1132,  53,Start planning path
1133,  52,Start planning path
1134,  42,Start planning path
1135,  43,Start planning path
1136,  45,Start planning path
1137,  49,Path end reached
1138,  45,Path end reached
1139,  41,Path end reached
1140,  45,Start executing path
1141,  48,Start executing path
1142,  54,Start executing path
1143,  51,Start executing path
1144,  50,Start executing path
1145,  42,Start executing path
1146,  53,Start executing path
1147,  44,Start executing path
1148,  43,Start executing path
1149,  45,Start executing path
1150,  51,Start executing path
1151,  52,Start executing path
1152,  44,Start executing path
1153,  46,Start executing path
1154,  44,Start executing path
1155,  39,Start executing path
1156,  53,Path end reached
1157,  45,Path end reached
1158,  54,Path end reached
1159,  43,Path end reached
1160,  42,Path end reached
1161,  44,Path end reached
1162,  42,Path end reached
1163,  52,Path end reached
1164,  41,Path end reached
1165,  44,Path end reached
1166,  54,Path end reached
1167,  45,Path end reached
1168,  44,Path end reached
1169,  55,Path end reached
1170,  40,Path end reached
1171,  52,Path end reached
1172,  42,Path end reached
1173,  46,Path end reached
1174,  42,Path end reached
1175,  54,Path end reached
1176,  38,Path end reached
1177,  46,Path end reached
1178,  52,Path end reached
1179,  45,Path end reached
1180,  43,Path end reached
1181,  45,Path end reached
1182,  52,Path end reached
1183,  50,Path end reached
1184,  43,Path end reached
1185,  45,Path end reached
1186,  50,Path end reached
1187,  45,Path end reached
1188,  39,Path end reached
1189,  44,Path end reached
1190,  51,Path end reached
1191,  45,Path end reached
1192,  45,Path end reached
1193,  44,Path end reached
1194,  43,Path end reached
1195,  47,Path end reached
1196,  40,Path end reached
1197,  43,Path end reached
1198,  43,Path end reached
1199,  44,Path end reached
1200,  51,Path end reached
1201,  46,Path end reached
1202,  44,Path end reached
1203,  39,Path end reached
1204,  39,Path end reached
1205,  44,Path end reached
1206,  43,Path end reached
1207,  48,Path end reached
1208,  42,Path end reached
1209,  46,Path end reached
1210,  45,Path end reached
1211,  42,Path end reached
1212,  42,Path end reached
1213,  51,Path end reached
1214,  54,Path end reached
1215,  51,Path end reached
1216,  44,Path end reached
1217,  39,Path end reached
1218,  46,Path end reached
1219,  41,Path end reached
1220,  46,Path end reached
1221,  50,Path end reached
1222,  53,Path end reached
1223,  45,Path end reached
1224,  60,Path end reached
1225,  50,Reset Environment
1226,  51,Start planning path
1227,  60,Start planning path
1228,  61,Start planning path
1229,  59,Start planning path
1230,  59,Start planning path
1231,  60,Start planning path
1232,  60,Start planning path
1233,  59,Start planning path
1234,  60,Start planning path
1235,  61,Start planning path
1236,  60,Start planning path
1237,  60,Start planning path
1238,  59,Start planning path
1239,  58,Start planning path
1240,  62,Start planning path
